108.000000,1.465000,19.000000
91.000000,1.291000,20.000000
175.000000,2.192500,14.000000
145.000000,2.070000,15.500000
112.000000,1.417500,22.000000
68.000000,1.012500,37.000000
60.000000,0.917000,27.000000
75.000000,1.077500,28.000000
74.000000,1.317500,31.600000
95.000000,1.577500,20.500000
95.000000,1.632000,19.000000
67.000000,0.997500,38.000000
230.000000,2.139000,16.000000
100.000000,1.457000,20.000000
92.000000,1.286000,25.000000
100.000000,1.664500,17.000000
150.000000,1.946000,15.000000
65.000000,1.190000,29.900000
133.000000,1.705000,16.200000
90.000000,1.062000,18.000000
198.000000,2.170500,15.000000
83.000000,1.319500,23.000000
76.000000,1.255500,22.000000
70.000000,1.035000,39.400000
70.000000,0.977500,26.000000
125.000000,1.570000,17.000000
145.000000,2.220000,15.000000
140.000000,2.070500,16.000000
81.000000,1.506000,24.000000
60.000000,0.880000,35.100000
78.000000,1.787000,18.000000
170.000000,1.781500,15.000000
130.000000,1.752000,18.000000
105.000000,1.690000,20.600000
110.000000,1.865000,15.000000
52.000000,1.065000,44.000000
46.000000,0.917500,26.000000
110.000000,1.953500,17.000000
90.000000,1.475000,27.000000
149.000000,2.167500,16.000000
